0;5;6;21;22;47;
0;54774;89544;144984;183102;212634;212634;220422;235584;255444;262812;270576;278352;285810;291162;300492;310122;319752;333534;349038;358254;377166;377166;387480;392712;399312;404586;411408;419562;434574;440670;446784;452034;458070;463818;473298;486636;491220;495258;500538;505704;513804;518940;523584;528804;533982;539238;545850;
